Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65f32b6836170799416eeaa1,5c5f2a7a5b87820001c4fa2d,APPROVED,Not Applicable,2024-03-14T16:53:11.648000Z,2024-03-14T17:05:32.855000Z,2024-03-14T17:05:57.448000Z,2024-03-14T17:05:33.336820Z,742.0,C1JX727W,796,English,42,Female,White,United States,Denmark,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65f32b6ab2040c5262e7c548,612d4b5efe0d1c9b7e0ccce0,APPROVED,Not Applicable,2024-03-14T16:53:20.655000Z,2024-03-14T17:13:17.018000Z,2024-03-14T17:13:29.980000Z,2024-03-14T18:17:48.794618Z,1197.0,C1JX727W,238,"Thai, English",32,Female,Asian,Thailand,Germany,Thailand,Thai,No,Full-Time
65f32b6b2a5a9ad18abc281f,65ddec4ce8c0b18582e05517,AWAITING REVIEW,Not Applicable,2024-03-14T16:53:03.784000Z,2024-03-14T16:53:58.771000Z,,2024-03-14T16:53:59.213793Z,55.0,NOCODE,7,"English, French",29,Female,Black,Cameroon,France,Cameroon,English,No,Due to start a new job within the next month
65f32b6ce6c1007df58aab6e,5eab231d086d900d8d4c5b55,APPROVED,Not Applicable,2024-03-14T16:53:02.464000Z,2024-03-14T17:14:35.901000Z,2024-03-14T17:14:39.158000Z,2024-03-14T17:14:36.481864Z,1294.0,C1JX727W,284,English,24,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65f32b6fea415d878f1f3ec2,65e725be2e3477dbca821c3f,AWAITING REVIEW,Not Applicable,2024-03-14T16:53:18.423000Z,2024-03-14T17:06:16.655000Z,,2024-03-14T17:06:17.401992Z,779.0,C1B1RTDT,2,"English, Other",23,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
65f32b75ffc181e94ead6ed8,616c2aab79b6d65e4d674827,APPROVED,Not Applicable,2024-03-14T16:53:18.077000Z,2024-03-14T17:05:49.363000Z,2024-03-14T17:06:01.221000Z,2024-03-14T17:05:49.936578Z,752.0,C1JX727W,212,"English, Portuguese",22,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
65f32b77320884ec1e3948d5,60f6dc139e58d2688fc34fee,APPROVED,Not Applicable,2024-03-14T16:59:02.893000Z,2024-03-14T17:52:04.462000Z,2024-03-14T19:38:41.229000Z,2024-03-14T17:52:44.173423Z,3182.0,C1JX727W,238,English,30,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
65f32b787422d24b582a0ff5,61314fbda0ad57bb6d9d32b3,APPROVED,Not Applicable,2024-03-14T16:53:18.175000Z,2024-03-14T17:21:17.956000Z,2024-03-14T17:21:34.073000Z,2024-03-14T17:21:18.472658Z,1680.0,C1JX727W,322,"Spanish, English",32,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Unemployed (and job seeking)
65f32b796e5acb0fd67dc61e,6159f19af9960b5314b4c318,APPROVED,Not Applicable,2024-03-14T16:53:23.245000Z,2024-03-14T17:17:14.858000Z,2024-03-14T17:18:03.436000Z,2024-03-14T17:17:15.313055Z,1432.0,C1JX727W,80,English,23,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
65f32b79670f1e0d963411ee,60fcea69aa249f1ac4fb4d02,AWAITING REVIEW,Not Applicable,2024-03-14T16:53:18.591000Z,2024-03-14T16:58:18.755000Z,,2024-03-14T16:58:19.399897Z,301.0,C1B1RTDT,219,English,33,Female,Black,South Africa,South Africa,South Africa,English,Yes,Due to start a new job within the next month
65f32b7b96c129445eec2771,6057a8fe2d302939fc759940,APPROVED,Not Applicable,2024-03-14T16:53:31.370000Z,2024-03-14T17:17:56.862000Z,2024-03-14T17:18:05.813000Z,2024-03-14T17:17:57.415561Z,1466.0,C1JX727W,133,"Polish, English",22,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
65f32b7e9f6e44f4934c93ff,6569ea7d439eb88f22d4e1c3,APPROVED,Not Applicable,2024-03-14T16:53:18.028000Z,2024-03-14T17:02:21.884000Z,2024-03-14T17:03:06.562000Z,2024-03-14T17:04:01.490500Z,544.0,C1JX727W,90,"Dutch, English",20,Female,Asian,China,Netherlands,Netherlands,Dutch,Yes,Full-Time
65f32b821f00a500589f9886,5b7b8153db11320001c412e8,APPROVED,Not Applicable,2024-03-14T16:53:30.268000Z,2024-03-14T17:10:49.744000Z,2024-03-14T17:11:05.377000Z,2024-03-14T17:10:50.215473Z,1040.0,C1JX727W,469,"Spanish, English",33,Female,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time
65f32b84892890202897652e,6100435ef3a9e957f25abd0a,APPROVED,Not Applicable,2024-03-14T16:53:31.919000Z,2024-03-14T17:30:32.834000Z,2024-03-14T17:30:49.033000Z,2024-03-14T17:32:46.735943Z,2221.0,C1JX727W,128,English,25,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
65f32b85d90f8243802a11c8,65747e58b960df27deffd8bd,APPROVED,Not Applicable,2024-03-14T16:53:30.638000Z,2024-03-14T17:50:13.737000Z,2024-03-14T19:38:37.950000Z,2024-03-14T17:52:03.016034Z,3404.0,C1JX727W,74,"English, Ukrainian, Russian",39,Female,White,Ukraine,Netherlands,Ukraine,Ukrainian,No,Unemployed (and job seeking)
65f32b89717f022d2ce6e444,5cfd71d93147190001d37942,APPROVED,Not Applicable,2024-03-14T16:53:40.277000Z,2024-03-14T17:22:49.956000Z,2024-03-14T17:23:20.964000Z,2024-03-14T17:22:51.186463Z,1750.0,C1JX727W,333,"Catalan, Spanish, English",25,Female,White,Spain,Spain,Spain,Catalan,Yes,Part-Time
65f32b8a8640aa18b9dbd677,5e81efd1fdc8d601701db62b,APPROVED,Not Applicable,2024-03-14T16:53:36.901000Z,2024-03-14T17:05:03.780000Z,2024-03-14T17:05:22.414000Z,2024-03-14T17:05:04.202659Z,687.0,C1JX727W,234,"Afrikaans, English",22,Female,White,South Africa,South Africa,South Africa,Afrikaans,No,Full-Time
65f32b8b5a34a21449b004bb,5ee28fbb1d9dca40620d1db9,APPROVED,Not Applicable,2024-03-14T16:53:31.034000Z,2024-03-14T17:19:37.285000Z,2024-03-14T17:20:20.604000Z,2024-03-14T17:19:37.729554Z,1567.0,C1JX727W,182,"Polish, English",23,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
65f32b8b050c169cad56ad31,60feaaeadbfdc2dc6c01d24e,APPROVED,Not Applicable,2024-03-14T16:53:31.762000Z,2024-03-14T17:14:50.850000Z,2024-03-14T17:14:59.549000Z,2024-03-14T17:14:51.359156Z,1280.0,C1JX727W,65,"English, Polish",23,Female,White,Poland,Poland,Poland,Polish,No,Full-Time
65f32b8e5a4680b824d010ea,5f4b5e6d030fef723ba00807,APPROVED,Not Applicable,2024-03-14T16:53:48.326000Z,2024-03-14T17:12:15.782000Z,2024-03-14T17:13:09.381000Z,2024-03-14T17:12:16.324183Z,1108.0,C1JX727W,459,"English, Polish",25,Female,White,Poland,Poland,Poland,Polish,No,Full-Time
65f32d977422d24b582a10d5,64db888849e5590edaac22a1,APPROVED,Not Applicable,2024-03-14T17:02:15.373000Z,2024-03-14T17:14:22.392000Z,2024-03-14T17:14:43.132000Z,2024-03-14T17:14:22.980165Z,728.0,C1JX727W,120,"English, Portuguese",51,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
65f32e3ef39975aea5b2148f,60f269b5194811c9e2707558,APPROVED,Not Applicable,2024-03-14T17:05:52.091000Z,2024-03-14T17:33:37.167000Z,2024-03-14T17:35:27.558000Z,2024-03-14T17:34:01.785652Z,1666.0,C1JX727W,161,"Afrikaans, English",30,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
65f32f739ebf01cc619dccd3,5edcfe625cd39c9efd5cc2ae,APPROVED,Not Applicable,2024-03-14T17:10:15.284000Z,2024-03-14T17:17:39.969000Z,2024-03-14T17:18:08.472000Z,2024-03-14T17:17:40.474862Z,445.0,C1JX727W,1687,"English, Spanish",39,Female,White,United States,Germany,United States,English,DATA_EXPIRED,DATA_EXPIRED
65f333ba0564b818155f7633,602fb33786b077cdbad2d5bb,APPROVED,Not Applicable,2024-03-14T17:29:10.319000Z,2024-03-14T17:59:57.146000Z,2024-03-14T19:38:43.769000Z,2024-03-14T17:59:57.723523Z,1847.0,C1JX727W,1060,"English, Polish",27,Female,White,Poland,Poland,Poland,Polish,No,Full-Time
65f33a57ad0d3aa5dc6c2a39,65745708518a6ec1b4773387,APPROVED,Not Applicable,2024-03-14T17:56:39.804000Z,2024-03-14T18:45:04.042000Z,2024-03-14T19:39:14.418000Z,2024-03-14T18:45:33.822295Z,2905.0,C1JX727W,125,"French, Polish, English, German",18,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
65f33b591a42a15c331ed2ac,5ed02ffb8090240f93ab74ad,APPROVED,Not Applicable,2024-03-14T18:01:00.804000Z,2024-03-14T18:24:05.241000Z,2024-03-14T19:39:21.515000Z,2024-03-14T18:24:05.766326Z,1385.0,C1JX727W,942,"English, French, Italian, Spanish",24,Female,White,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking)
65f33b5aa431efe3c38ab1b2,5d40a12f4994c40001e4b80c,APPROVED,Not Applicable,2024-03-14T18:01:58.190000Z,2024-03-14T18:22:50.701000Z,2024-03-14T19:39:27.675000Z,2024-03-14T18:22:51.540622Z,1253.0,C1JX727W,1169,"Italian, English, Spanish, Polish, German, French, Czech",33,Female,White,Poland,Poland,Poland,Polish,No,Full-Time
65f342ad759d85c9e69dd527,6453c29faab6977890801023,APPROVED,Not Applicable,2024-03-14T18:32:32.305000Z,2024-03-14T18:49:16.990000Z,2024-03-14T19:39:37.642000Z,2024-03-14T19:57:55.250762Z,1005.0,C1JX727W,242,"English, Spanish",22,Female,White,Mexico,Mexico,Mexico,Spanish,No,Full-Time
65f32a98b200110f60ede761,5f4826ac7f52512d8d8272b9,RETURNED,Not Applicable,2024-03-14T16:49:28.018000Z,,,,,,413,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32a9ca74da39eb0a213e0,60dca1012ab07b005628136f,TIMED-OUT,Not Applicable,2024-03-14T16:49:32.551000Z,,,,1612903.0,,214,English,26,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
65f32aa15ffd3a2dded34c5a,5eb06d490b554111d40b842f,RETURNED,Not Applicable,2024-03-14T16:49:42.612000Z,2024-03-14T17:03:48.094000Z,,2024-03-14T17:04:16.782000Z,,C1B1RTDT,159,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32aa3af9b941fab97443a,645a6ebe7ca837113f8d54dc,RETURNED,Not Applicable,2024-03-14T16:49:39.678000Z,2024-03-14T16:52:07.873000Z,,2024-03-14T16:52:24.453000Z,,C1B1RTDT,144,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32aaa3f63b4436f8308c6,5af90866672ea800010d7c58,RETURNED,Not Applicable,2024-03-14T16:49:46.117000Z,,,,,,137,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32abc9fe6519e23dfc01c,65b3272e627f5859a19dc268,RETURNED,Not Applicable,2024-03-14T16:50:18.271000Z,2024-03-14T16:54:45.589000Z,,2024-03-14T16:54:47.201000Z,,C1B1RTDT,53,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32abeb5fa898f0237fe09,604e05faefe5978c6ed02d09,TIMED-OUT,Not Applicable,2024-03-14T16:50:08.916000Z,,,,1612866.0,,580,"English, Punjabi, Urdu, Hindi",34,Female,Asian,Pakistan,United Kingdom,United Kingdom,Urdu,DATA_EXPIRED,DATA_EXPIRED
65f32ac1c8e8a969f1092ff3,613a7eb0d13f4dee9108c3d5,RETURNED,Not Applicable,2024-03-14T16:50:09.950000Z,2024-03-14T16:54:01.400000Z,,2024-03-14T16:54:02.833000Z,,C1B1RTDT,366,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32ad19b13487e9bba4128,61001318d82f1402e07c4c7c,RETURNED,Not Applicable,2024-03-14T16:50:25.966000Z,2024-03-14T16:56:18.847000Z,,2024-03-14T16:56:20.305000Z,,C1B1RTDT,352,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32ae7393762f8f8c3084d,613aa5b38a947f3d3e6a8b4d,TIMED-OUT,Not Applicable,2024-03-14T16:50:47.720000Z,,,,1612828.0,,300,"English, Spanish",23,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time
65f32aecb466e9cf437bc6f9,614e0a7aef8a6dd9107fb1c6,RETURNED,Not Applicable,2024-03-14T16:50:52.114000Z,,,,,,86,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32af6b2040c5262e7c501,60d5c70a4a842db36cbdd7da,RETURNED,Not Applicable,2024-03-14T16:51:02.585000Z,,,,,,117,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32af8ffc181e94ead6ea1,653ec70763f99a4e8bfb0192,REJECTED,Not Applicable,2024-03-14T16:51:04.843000Z,2024-03-14T17:11:37.490000Z,2024-03-14T17:12:41.693000Z,2024-03-14T17:11:38.297000Z,1233.0,CA6J0781,53,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32afc8e3eabcddb6e6b06,6563504be817db3fa10a4f27,RETURNED,Not Applicable,2024-03-14T16:51:08.731000Z,,,,,,56,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32aff6f5448019872c7e2,631a24dfca851aac1863e4a4,TIMED-OUT,Not Applicable,2024-03-14T16:51:16.260000Z,,,,1612799.0,,77,"English, Spanish, Portuguese",25,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
65f32b0c717f022d2ce6e40c,611e981ff1974fc524751d25,TIMED-OUT,Not Applicable,2024-03-14T16:51:27.288000Z,,,,1612788.0,,140,"English, Spanish",23,Female,White,Mexico,Mexico,Mexico,Spanish,Yes,Full-Time
65f32b1f982bbc2b1e057135,5d26d07028899100016eb25c,RETURNED,Not Applicable,2024-03-14T16:51:43.668000Z,,,,,,662,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b236afc5f3102e7c496,613a4b42362385920cddff76,RETURNED,Not Applicable,2024-03-14T17:03:02.973000Z,,,,,,367,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b275a34a21449b00495,60fd5bc629663dec819d54e3,RETURNED,Not Applicable,2024-03-14T16:51:51.829000Z,2024-03-14T16:54:30.840000Z,,2024-03-14T16:54:31.740000Z,,C1B1RTDT,293,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b2e20c74158f1defe1e,613fde0b34b0cbed4c9250ad,RETURNED,Not Applicable,2024-03-14T16:51:58.676000Z,2024-03-14T16:57:22.947000Z,,2024-03-14T16:57:23.906000Z,,C1B1RTDT,329,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b31f42a6688236c2636,6115e8ac98ddfdf1e8bafe1f,RETURNED,Not Applicable,2024-03-14T16:52:01.227000Z,2024-03-14T17:45:25.581000Z,,2024-03-14T17:45:26.685000Z,,C1B1RTDT,154,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b332a5a9ad18abc2816,5e9dcc2a08b99311a42a7d9e,RETURNED,Not Applicable,2024-03-14T16:52:03.632000Z,,,,,,158,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b3c6c28a0a4298b1212,655cc9541021c4ea7e42d063,RETURNED,Not Applicable,2024-03-14T16:52:12.658000Z,2024-03-14T17:08:52.991000Z,,2024-03-14T17:08:53.947000Z,,C1B1RTDT,34,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b4058ed87b51d58b25d,5f075b60ae5a1d3504e8ccb1,RETURNED,Not Applicable,2024-03-14T16:52:16.257000Z,,,,,,299,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b4277df681756037874,5d97c38dce449e001244dc15,RETURNED,Not Applicable,2024-03-14T17:03:02.973000Z,,,,,,432,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b49b06248b1a3e0faf9,605b52d6903ac0311ac2f941,RETURNED,Not Applicable,2024-03-14T16:52:25.422000Z,2024-03-14T16:56:50.118000Z,,2024-03-14T16:56:51.272000Z,,C1B1RTDT,128,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b4e9fe6519e23dfc052,5cf97d7e50880e0019af630b,RETURNED,Not Applicable,2024-03-14T16:52:35.540000Z,,,,,,464,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b4eaf9b941fab974473,59afe1fef235c20001a1a3ed,RETURNED,Not Applicable,2024-03-14T16:52:35.101000Z,2024-03-14T17:14:25.892000Z,,2024-03-14T17:14:26.781000Z,,NOCODE,254,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b60320884ec1e3948d0,5f04ac2d4237b675ab7b0b8e,RETURNED,Not Applicable,2024-03-14T16:52:48.872000Z,,,,,,358,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32b6152d9a8363b1f3dfd,659570316debdec4ed9f663e,TIMED-OUT,Not Applicable,2024-03-14T16:52:54.276000Z,,,,1612702.0,,66,"English, Spanish",33,Female,Other,Mexico,Netherlands,Mexico,Spanish,Yes,Part-Time
65f32b683e8acc39ee595d19,615b1ab789b14c9996251fb4,RETURNED,Not Applicable,2024-03-14T16:54:09.426000Z,,,,,,335,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32dc84ab9ab89dffb9e24,5f972495edd0af0a73ef9f6b,RETURNED,Not Applicable,2024-03-14T17:03:30.151000Z,,,,,,405,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f32dd08bc0d76445595ead,6581c6ad010a12be5af3b064,RETURNED,Not Applicable,2024-03-14T17:03:12.434000Z,,,,,,65,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f33b52670f1e0d96341d76,64e90980b61f9d9b18570af5,RETURNED,Not Applicable,2024-03-14T18:01:24.624000Z,2024-03-14T18:03:48.849000Z,,2024-03-14T18:03:50.275000Z,,C1B1RTDT,44,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f33b58290ad74cd14c093f,647e5f4c5b7dfbc365335f72,REJECTED,Not Applicable,2024-03-14T18:01:17.804000Z,2024-03-14T18:26:22.757000Z,2024-03-14T19:39:11.317000Z,2024-03-14T18:26:23.628000Z,1505.0,CA6J0781,344,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f33c16a28fbc93e3e1c1e0,653e1d568239743665fadd23,RETURNED,Not Applicable,2024-03-14T18:04:06.088000Z,2024-03-14T18:15:19.542000Z,,2024-03-14T18:15:20.666000Z,,9560A949,156,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
65f34203f921363ba0fbfeb6,60f9739250a5c6f6e4726336,RETURNED,Not Applicable,2024-03-14T18:29:48.085000Z,,,,,,172,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
